[literature] bookID;title;authors;average_rating;language_code;  num_pages;ratings_count;publication_date;publisher  # header
[colleges] Toni & Guy Hairdressing Academy;3034 Wilford Drive;Toledo;OH;43615;(419) 866-4489;86;Lucas;41.674844;-83.696992;Cosmetology and Barber Schools;www.toniguyacademy.com
[colleges] American Institute of Medical Sonography;5450 W Sahara Ave, #320;Las Vegas;NV;89146;(702) 369-4216;32;Clark;36.145458;-115.216073;Other Technical and Trade Schools;aimseducationmanagement.com
[colleges] Destination Academy for Spa and Salon Professionals;4280 South Hualapai Way;Las Vegas;NV;89147;(702) 360-3606;63;Clark;36.1121;-115.314243;Cosmetology and Barber Schools;www.destinationacademy.com
[colleges] Classic Cooking Academy;10411 East McDowell Mtn Ranch Road;Scottsdale;AZ;85255;(480) 502-0177;14;Maricopa;33.627047;-111.855485;Other Technical and Trade Schools;www.ccacademy.edu
[colleges] School of Court Reporting (The);5000 Atrium Way - Suite 3;Mount Laurel;NJ;8054;(856) 638-5526;71;Burlington;39.915977;-74.955074;Business and Secretarial Schools;theschoolofcourtreporting.com/
[colleges] Curve Metric School of Hair Design;7645 West Belmont Avenue;Elmwood Park;IL;60707;(708) 453-2020;61;Cook;41.937678;-87.818728;Cosmetology and Barber Schools;cannellabeautyschools.com
[colleges] Athena Career Academy;5700 Monroe Street;Sylvania;OH;43560;(419) 472-1150;186;Lucas;41.71146;-83.676315;Other Technical and Trade Schools;www.athenacareers.com
[colleges] Miller-Motte Technical College-Macon;175 Tom Hill Sr Blvd;Macon;GA;31210;(478) 803-4800;268;Bibb;32.897821;-83.687065;Junior Colleges;www.miller-motte.edu/campuses/georgia-campuses/macon-ga
[colleges] Miller-Motte Technical College-Gulfport;12121 Hwy 49 N;Gulfport;MS;39503;(228) 273-3400;243;Harrison;30.460138;-89.102104;Junior Colleges;www.miller-motte.edu/campuses/mississippi-campuses/gulfport-ms
[colleges] International Academy of Medical Reflexology;2200 North Irving Street;Allentown;PA;18109;(267) 424-4549;1;Lehigh;40.63999;-75.448896;Other Technical and Trade Schools;www.reflexology.net
[colleges] South University√Savannah Online;709 Mall Blvd;Savannah;GA;31406;(912) 201-8000;13569;Chatham;31.999481;-81.105531;Colleges, Universities, and Professional Schools;online.southuniversity.edu/
[colleges] Fortis College-Montgomery;3470 Eastdale Cir;Montgomery;AL;36117;(334) 244-1827;80;Montgomery;32.384054;-86.201815;Junior Colleges;fortiscollege.edu
[colleges] Western Shores Institute Inc;10383 Southern Maryland Blvd;Dunkirk;MD;20754;(301) 327-6220;0;Calvert;38.720594;-76.659163;Computer Training;www.wsi-edu.info
[colleges] San Joaquin Valley College-Temecula;27270 Madison Ave Ste 305;Temecula;CA;92590;(951) 296-6015;264;Riverside;33.525828;-117.166503;Junior Colleges;www.sjvc.edu/
[colleges] Rio Grande Bible Institute;4300 S US Hwy 281;Edinburg;TX;78539;(956) 380-8100;148;Hidalgo;26.260467;-98.172527;Colleges, Universities, and Professional Schools;www.riogrande.edu
[colleges] Miller-Motte Technical College;4444 Electric Rd SW;Roanoke;VA;24018;(540) 597-1010;304;Roanoke;37.232815;-79.976844;Other Technical and Trade Schools;www.miller-motte.edu
[colleges] Whitworth University-Adult Degree Programs;300 W Hawthorne Rd;Spokane;WA;99251;(509) 777-1000;398;Spokane;47.753308;-117.417185;Colleges, Universities, and Professional Schools;www.whitworth.edu/Index.aspx
[colleges] The Santa Barbara and Ventura Colleges of Law√Santa Barbara;20 E Victoria St;Santa Barbara;CA;93101;(805) 979-9860;106;Santa Barbara;34.424495;-119.705191;Colleges, Universities, and Professional Schools;www.collegesoflaw.edu
[colleges] The University of America;38397 Innovation Court;Murrieta;CA;92563;(951) 200-3320;37;Riverside;33.560482;-117.133812;Colleges, Universities, and Professional Schools;ua-edu.us
[colleges] Kaplan College-Chesapeake;1987 South Military Highway;Chesapeake;VA;23320;(757) 494-6800;167;Chesapeake;36.787591;-76.256032;Colleges, Universities, and Professional Schools;chesapeake.kaplancollege.com/Pages/Homepage.aspx
[colleges] American Broadcasting School-Online Program;4511 SE 29th St;Oklahoma City;OK;73115;(888) 677-5227;44;Oklahoma;35.435751;-97.43732;Other Technical and Trade Schools;radioschoolonline.com/homechat.htm
[colleges] Springfield College-School of Human Services;Springfield College - School of Human Services;Springfield;MA;1109;(413) 748-3204;2303;Hampden;42.09644;-72.590744;Colleges, Universities, and Professional Schools;www.spfldcol.edu/homepage/dept.nsf/shs
[colleges] Marian Health Careers Center-Van Nuys Campus;5900 Sepulveda Blvd Ste 101;Van Nuys;CA;91411;(818) 782-6163;139;Los Angeles;34.177477;-118.465555;Other Technical and Trade Schools;www.mariancollege.edu
[colleges] Brown College-Brooklyn Center;5951 Earle Brown Dr;Brooklyn Center;MN;55430;(763) 279-2400;239;Hennepin;45.064911;-93.306035;Colleges, Universities, and Professional Schools;www.browncollege.edu/
[colleges] Grace College of Divinity;5117 Cliffdale Road;Fayetteville;NC;28314;(910) 221-2224;169;Cumberland;35.058616;-78.961305;Colleges, Universities, and Professional Schools;www.gcdivinity.org/
[colleges] Cosmetology College of Franklin County;570 S Main St;Saint Clair;MO;63077;(636) 629-3433;25;Franklin;38.34412;-90.981602;Cosmetology and Barber Schools;cosmetologycollegefranklincounty.com/
[colleges] Rochester School of Hair Design;4229 Highway 52 North;Rochester;MN;55901;(507) 285-3365;58;Olmsted;44.067637;-92.504386;Cosmetology and Barber Schools;www.rochesterschoolofhairdesign.com
[colleges] Aveda Institute of New Mexico (The);1816 Central Ave SW;Albuquerque;NM;87104;(505) 294-5333 ext 366;134;Bernalillo;35.110248;-106.559524;Cosmetology and Barber Schools;www.avedanm.com
[colleges] Nashville Barber and Style Academy;2603 Jefferson Street;Nashville;TN;37208;(615) 963-1223;134;Davidson;36.167896;-86.817154;Cosmetology and Barber Schools;www.nashvillebarberandstyleacademy.com
[colleges] American Trade School;3925 Industrial Drive;Saint Ann;MO;63074;(314) 423-1900;102;St. Louis;38.728761;-90.380252;Other Technical and Trade Schools;www.stltrades.com
[colleges] Estelle Skin Care and Spa Institute;10024 Skokie Blvd, #301;Skokie;IL;60077;(847) 329-9174;114;Cook;42.039157;-87.746632;Cosmetology and Barber Schools;www.skincareandspainstitute.com/
[colleges] Paul Mitchell The School Honolulu;1123 Eleventh Avenue, Suite 306;Honolulu;HI;96816;(808) 734-7007;144;Honolulu;21.282118;-157.800452;Cosmetology and Barber Schools;honolulu.paulmitchell.edu/honolulu-hi
[colleges] Elite Cosmetology School;56300 Twentynine Palms Highway, Suite 113;Yucca Valley;CA;92284;(760) 365-8222;93;San Bernardino;34.121176;-116.435521;Cosmetology and Barber Schools;elite-cosmetology-school.com/index.html
[colleges] Academy of Aesthetic Arts;10316 Shawnee Mission Parkway;Shawnee;KS;66203;(913) 962-9772;46;Johnson;39.015875;-94.706739;Cosmetology and Barber Schools;www.academyofaestheticarts.com
[colleges] American Technical Institute;Ave Castiglioni U-27, Bayamon Garden;Bayamon;PR;957;(787) 799-5060;18;BayamÃ³n;18.370482;-66.187282;Other Technical and Trade Schools;www.amtecpr.com/
[colleges] Twin Rivers Adult School;3222 Winona Way;North Highlands;CA;95660;(916) 566-2785;471;Sacramento;38.650717;-121.389292;Other Technical and Trade Schools;www.tras.edu
[colleges] Bergin University of Canine Studies;5860 Labath Avenue;Santa Rosa;CA;94928;(707) 545-3647;61;Sonoma;38.429182;-122.733871;Colleges, Universities, and Professional Schools;www.berginu.edu
[colleges] D'Shaw Institute of Cosmetology;3419 North Cole Road;Boise;ID;83704;(208) 345-6164;69;Ada;43.636015;-116.276076;Cosmetology and Barber Schools;www.dshawbeauty.com/
[colleges] Progressive Training Centers;98 East McNab Road, Suite 98;Pompano Beach;FL;33060;(954) 946-2022;81;Broward;26.210198;-80.121703;Other Technical and Trade Schools;www.progressivetc.com
[colleges] American Health Institute;10138 US Highway 19;Port Richey;FL;34654;(727) 232-0175;168;Pasco;28.304393;-82.701703;Other Technical and Trade Schools;americanhealth.edu
[colleges] Virginia College-Spartanburg;8150 Warren H. Abernathy Highway;Spartanburg;SC;29301;(864) 504-3200;662;Spartanburg;34.936213;-82.006105;Junior Colleges;vc.edu
[colleges] Pima Medical Institute-South Denver;13750 E. Mississippi Avenue;Aurora;CO;80012;(303) 368-7462;41;Denver;39.654867;-104.86943;Other Technical and Trade Schools;pmi.edu
[colleges] Aveda Institute Portland;325 Northwest 13th Avenue;Portland;OR;97209;(503) 294-6000;375;Multnomah;45.525514;-122.684742;Cosmetology and Barber Schools;avedapdx.com
[colleges] Real Barbers College (The);528 West Lincoln Avenue;Anaheim;CA;92805;(714) 772-4423;141;Orange;33.8337;-117.920674;Cosmetology and Barber Schools;www.therealbarbercollege.com
[colleges] Chamberlain College of Nursing-Virginia;2450 Crystal Drive;Arlington;VA;22202;(703) 416-7300;257;Arlington;38.851234;-77.050616;Colleges, Universities, and Professional Schools;www.chamberlain.edu
[colleges] Stevens Henager College;1444 Entertainment Avenue;Boise;ID;83709;(208) 383-4540;519;Ada;43.591066;-116.278449;Colleges, Universities, and Professional Schools;www.stevenshenager.edu/
[colleges] The Salon Professional Academy;3330 Parkcrest Lane;Cincinnati;OH;45211;(513) 481-2222;50;Hamilton;39.14619;-84.62128;Cosmetology and Barber Schools;www.thesalonprofessionalacademycincinnati.com
[colleges] Yeshiva Gedolah Zichron Leyma;1000 Orchard Terrace;Linden;NJ;7036;(908) 587-0502;49;Union;40.636215;-74.266072;Colleges, Universities, and Professional Schools;NOT AVAILABLE
[colleges] The Artisan College of Cosmetology;1645 Tiffin Ave.;Findlay;OH;45840;(419) 425-1485;53;Hancock;41.051718;-83.618154;Cosmetology and Barber Schools;www.artisancollegeofcos.com/
[colleges] Penrose Academy;"13402 North Scottsdale Road; Suite B160";Scottsdale;AZ;85254;(480) 222-9540;94;Maricopa;33.608309;-111.927617;Cosmetology and Barber Schools;www.penroseacademy.com
[colleges] Sage School of Massage & Healing Arts;369 NE Revere Ave Ste B;Bend;OR;97701;(541) 383-2122;43;Deschutes;44.06845;-121.301527;Fine Arts Schools;www.sageschoolofmassage.com/
[colleges] Virginia College-Richmond;7200 Midlothian Turnpike;Richmond;VA;23225;(804) 977-5100;466;Chesterfield;37.503094;-77.529012;Junior Colleges;www.vc.edu/campus/richmond-virginia-college.cfm
[colleges] Lawyer's Assistant School of Dallas;8150 North Central Expressway M2240;Dallas;TX;75206;(214) 777-6433;46;Dallas;32.861997;-96.769353;Other Technical and Trade Schools;www.lasdallas.com
[colleges] Skin Institute;25 Ronnies Plaza;Saint Louis;MO;63126;(314) 843-2222;65;St. Louis;38.527717;-90.364232;Cosmetology and Barber Schools;www.skininstitute.info
[colleges] ABC Beauty Academy;1841 N Jupiter Rd Ste 120;Garland;TX;75042;(972) 485-1222;33;Dallas;32.92981;-96.684405;Cosmetology and Barber Schools;www.abcbeautyacademy.webs.com
[colleges] Northwest Institute of Literary Arts;5577 Vanbarr Place, Suite 1;Freeland;WA;98249;(360) 331-0307;55;Island;48.008831;-122.526767;Computer Training;www.NILA.edu
[colleges] Salon & Spa Institute;2695 North Coria Street;Brownsville;TX;78521;(956) 541-3330;104;Cameron;25.952398;-97.49771;Cosmetology and Barber Schools;www.salonspainstitute.com/
[colleges] Body Therapy Institute;300 Southwind Road;Siler City;NC;27344;(919) 663-3111;51;Chatham;35.780052;-79.336844;Other Technical and Trade Schools;www.massage.net
[colleges] American Beauty Academy;61 S 100 W;Payson;UT;84651;(801) 465-1650;57;Utah;40.043104;-111.733309;Cosmetology and Barber Schools;www.americanbeautyutah.com
[colleges] The Salon Professional Academy-Tacoma;3702 S Fife Street Ste B102;Tacoma;WA;98409;(253) 617-7000;130;Pierce;47.223172;-122.47239;Cosmetology and Barber Schools;www.thesalonprofessionalacademytacoma.com
[colleges] Beauty Academy of South Florida;1305 W. 49th Street;Hialeah;FL;33012;(305) 817-3577;163;Miami-Dade;25.866727;-80.309185;Cosmetology and Barber Schools;www.beautyacademysf.com
[colleges] EDP School of Computer Programming;1601 Voorhies Ave;Brooklyn;NY;11235;(718) 332-6469;89;Kings;40.585962;-73.952956;Computer Training;edpschool.edu/
[colleges] Academy of Cosmetology;1368 Jadwin Ave;Richland;WA;99354;(509) 946-0980;10;Benton;46.292329;-119.275874;Cosmetology and Barber Schools;www.academyofcosmetologyonline.com
[colleges] Ogle School Hair Skin Nails-North Dallas;17174 Preston Road;Dallas;TX;75248;(214) 743-7700;180;Dallas;32.98416;-96.803753;Cosmetology and Barber Schools;www.ogleschool.com
[colleges] Barber School (The);16 West 7200 South;Midvale;UT;84047;(801) 304-7000;41;Salt Lake;40.621423;-111.891497;Cosmetology and Barber Schools;www.thebarberschool.com
[colleges] Capilo School of Hair Design;43 Bridge Street;Augusta;ME;4330;(207) 621-9941 ext 200;178;Kennebec;44.317703;-69.776813;Cosmetology and Barber Schools;www.capilo.com
[colleges] New York Medical Career Training Center;36-09 Main St 5th Fl;Flushing;NY;11354;(718) 460-1717;142;Queens;40.762718;-73.831375;Other Technical and Trade Schools;nymedtraining.com/
[colleges] The Academy Waukesha;2000 Silvernail Rd;Waukesha;WI;53072;(262) 549-3100;203;Waukesha;43.044303;-88.258346;Cosmetology and Barber Schools;www.theacademywaukesha.com
[colleges] Salon Professional Academy (The);4619 John F Kennedy Boulevard;North Little Rock;AR;72116;(501) 753-2400;67;Pulaski;34.797448;-92.256873;Cosmetology and Barber Schools;littlerockbeautyschool.com/
[colleges] Be'er Yaakov Talmudic Seminary;12 Jefferson Avenue;Spring Valley;NY;10977;(845) 406-9699;282;Rockland;41.138843;-74.028503;Colleges, Universities, and Professional Schools;NOT AVAILABLE
[colleges] Pure Aesthetics;5110 East Fifth Street;Tucson;AZ;85711;(520) 514-7873;41;Pima;32.228645;-110.883799;Cosmetology and Barber Schools;www.pureaestheticstucson.com
[colleges] Institute of Culinary Education;50 W 23rd St;New York;NY;10010;(212) 847-0700;851;New York;40.742251;-73.991844;Other Technical and Trade Schools;www.iceculinary.com
[colleges] The Salon Professional Academy;3141 West Clay Street;St. Charles;MO;63301;(636) 541-9757;105;St. Charles;38.788891;-90.538719;Cosmetology and Barber Schools;tspastlouis.com
[colleges] ITT Technical Institute√Merrillville;8488 Georgia St;Merrillville;IN;46410;(219) 738-6100;445;Lake;41.464362;-87.326848;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] ITT Technical Institute√Tallahassee;2639 N Monroe St Building A Ste 100;Tallahassee;FL;32303;(850) 422-6300;467;Leon;30.477339;-84.296532;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] American Institute;1420 Celebration Boulevard Ste 101;Celebration;FL;34747;(407) 738-4488;222;Osceola;28.312303;-81.562867;Colleges, Universities, and Professional Schools;schooliya.com
[colleges] New Life Business Institute;161-10 Jamaica Ave Ste 404;Jamaica;NY;11432;(718) 737-6524;119;Queens;40.703672;-73.798131;Business and Secretarial Schools;www.NLBI1.com
[colleges] Lindsey Institute of Cosmetology;1059 Shive Lane;Bowling Green;KY;42103;(270) 796-3661;81;Warren;36.94741;-86.422152;Cosmetology and Barber Schools;www.lindseyinstitute.com
[colleges] RGV Careers An Institute for Higher Learning;1200 West Polk Avenue;Pharr;TX;78577;(956) 781-6800;76;Hidalgo;26.207509;-98.198577;Other Technical and Trade Schools;www.rgv-careers.com
[colleges] Alexander Academy;112 River Street;Fitchburg;MA;1420;(978) 345-0011;58;Worcester;42.585437;-71.812127;Cosmetology and Barber Schools;www.alexanderacademy.com
[colleges] Salon Professional Academy (The);1550 South 1st Avenue;Iowa City;IA;52240;(319) 248-2958 ext 12;54;Johnson;41.6426;-91.503116;Cosmetology and Barber Schools;tspaiowacity.com/
[colleges] The Salon Professional Academy-Tonawanda;2309 Eggert Rd;Tonawanda;NY;14150;(716) 833-8772 ext 101;121;Erie;42.98208;-78.825367;Cosmetology and Barber Schools;tspabuffalo.com
[colleges] Onondaga School of Therapeutic Massage-Syracuse;719 E Genesee St;Syracuse;NY;13210;(315) 424-1159;70;Onondaga;43.047706;-76.140467;Other Technical and Trade Schools;www.ostm.edu
[colleges] Buckner Barber School;1515 South Buckner Boulevard, Suite 147;Dallas;TX;75217;(214) 398-6416;16;Dallas;32.738621;-96.685011;Cosmetology and Barber Schools;bucknerbarberschool.com/
[colleges] LeMelange Academy of Hair;931 Coombs Street;Napa;CA;94558;(707) 257-7767;49;Napa;38.298201;-122.28701;Cosmetology and Barber Schools;lemelangeacademy.com
[colleges] Mildred Elley;25 Broadway 16th Floor;New York;NY;10004;(212) 380-9004;715;New York;40.705781;-74.014004;Junior Colleges;www.mildred-elley.edu
[colleges] Aveda Institute Tucson;845 North Park Avenue;Tucson;AZ;85719;(520) 647-9445;132;Pima;32.232639;-110.957057;Cosmetology and Barber Schools;www.beautyschoolsinspire.com
[colleges] ITT Technical Institute√Salem;2159 Apperson Dr;Salem;VA;24153;(540) 989-2500;281;Salem;37.266333;-80.019707;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] Simmons College of Kentucky;1018 South 7th Street;Louisville;KY;40203;(502) 776-1443 ext 15;142;Jefferson;38.239519;-85.764811;Colleges, Universities, and Professional Schools;www.simmonscollegeky.edu
[colleges] Academy of Cosmetology and Esthetics NYC;187 New Dorp Ln;Staten Island;NY;10306;(718) 979-9001;170;Richmond;40.573236;-74.114591;Cosmetology and Barber Schools;www.theacademynyc.com
[colleges] National Paralegal College;717 E Maryland Suite 115;Phoenix;AZ;85014;(800) 371-6105;1099;Maricopa;33.531675;-112.065622;Computer Training;nationalparalegal.edu
[colleges] ITT Technical Institute√Akron;3428 W Market St;Akron;OH;44333;(330) 865-8600;335;Summit;41.134245;-81.624261;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] Velvet Touch Academy of Cosmetology;5820 East Franklin Road;Nampa;ID;83687;(208) 908-0123;55;Canyon;43.605432;-116.510144;Cosmetology and Barber Schools;www.velvettouchacademy.com
[colleges] Atelier Esthetique Institute of Esthetics;386 Park Avenue South, Suite 1409;New York;NY;10016;(212) 725-6130;103;New York;40.742987;-73.98486;Cosmetology and Barber Schools;www.aeinstitute.net/
[colleges] Finger Lakes School of Massage;1251 Trumansburg Rd;Ithaca;NY;14850;(607) 272-9026 ext 10;150;Tompkins;42.465293;-76.534899;Other Technical and Trade Schools;www.flsm.com
[colleges] Carolina College of Biblical Studies;817 South McPherson Church Road;Fayetteville;NC;28303;(910) 323-5614;139;Cumberland;35.05141;-78.939514;Colleges, Universities, and Professional Schools;carolinabiblecollege.org/
[colleges] ITT Technical Institute√Cedar Rapids;3735 Queen Ct SW;Cedar Rapids;IA;52404;(319) 297-3400;173;Linn;41.941566;-91.714897;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] Four County Career Center;22-900 State Rte 34;Archbold;OH;43502;(419) 267-3331;268;Henry;41.452808;-84.303115;Other Technical and Trade Schools;www.fourcounty.net
[colleges] Star Career Academy-Norristown;2501 Monroe Boulevard;Norristown;PA;19403;(610) 783-7827;319;Montgomery;40.117884;-75.415778;Cosmetology and Barber Schools;www.starcareeracademy.com
[colleges] ITT Technical Institute√Corona;4160 Temescal Canyon Rd Ste 100;Corona;CA;92883;(951) 277-5400;533;Riverside;33.819009;-117.508535;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] Ambiance Beauty & Barber Academy Inc;682 Wickham Road;Melbourne;FL;32935;(321) 254-5201;39;Brevard;28.117535;-80.673586;Cosmetology and Barber Schools;www.ambiancebeautyacademy.com
[colleges] Hands-on Medical Massage School;2015 West Park Avenue, Suite 7;Redlands;CA;92373;(909) 793-4263;58;San Bernardino;34.058204;-117.223056;Junior Colleges;handsonmedicalmassage.com
[colleges] ITT Technical Institute√Johnson City;4721 Lake Park Dr;Johnson City;TN;37615;(423) 952-4400;195;Washington;36.381665;-82.430604;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] Diamond Beauty College;10301 Garvey Avenue  #200;South El Monte;CA;91733;(626) 350-1195;310;Los Angeles;34.062963;-118.046711;Cosmetology and Barber Schools;www.diamondbeauty.edu
[colleges] Vanity School of Cosmetology;5236 Detroit Rd;Sheffield Village;OH;44035;(440) 934-3353;30;Lorain;41.423569;-82.079296;Cosmetology and Barber Schools;NOT AVAILABLE
[colleges] St. Luke University;1460 E. Holt Ave. Suite #72;Pomona;CA;91767;(909) 623-0302;0;Los Angeles;34.061699;-117.721062;Colleges, Universities, and Professional Schools;www.sluedu.us
[colleges] ITT Technical Institute√DeSoto;921 W Belt Line Rd Ste 181;DeSoto;TX;75115;(972) 274-8600;286;Dallas;32.591567;-96.878131;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] Advanced College of Cosmetology;25 West Main Street;Waupun;WI;53963;(920) 324-3427;46;Dodge;43.632845;-88.736185;Cosmetology and Barber Schools;www.accsuccess.com
[colleges] Northeast Technology Center;483 Airport Road;Pryor;OK;74362;(918) 825-7040;14;Mayes;36.231505;-95.333391;Educational Support Services/Closed;www.netech.edu/
[colleges] ITT Technical Institute√North Charleston;2431 W Aviation Ave;North Charleston;SC;29406;(843) 745-5700;329;Charleston;32.900432;-80.027495;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] NCP College of Nursing;257 Longford Drive, Rm 5;South San Francisco;CA;94080;(650) 871-0701 ext 112;55;San Mateo;37.656424;-122.455596;Other Technical and Trade Schools;www.ncpcollegeofnursing.edu
[colleges] Tolles Career and Technical Center;7877 US Hwy 42 S;Plain City;OH;43064;(614) 873-4666 ext 248;111;Madison;40.056928;-83.292998;Other Technical and Trade Schools;www.tollestech.com
[colleges] ITT Technical Institute√Aurora;12500 E Iliff Ave Ste 100;Aurora;CO;80014;(303) 695-6317;346;Arapahoe;39.674202;-104.842064;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] North American College;3203 North Sam Houston Parkway West;Houston;TX;77038;(832) 230-5555;339;Harris;29.936691;-95.468062;Colleges, Universities, and Professional Schools;www.northamerican.edu
[colleges] Allstate Hairstyling & Barber College;2546 Lorain Avenue;Cleveland;OH;44113;(216) 241-6684;50;Cuyahoga;41.48403;-81.704361;Cosmetology and Barber Schools;www.allstatehairstyling.com
[colleges] University Academy of Hair Design;3400 McFarland Boulevard;Northport;AL;35476;(205) 333-7373 ext 2;37;Tuscaloosa;33.241314;-87.589636;Cosmetology and Barber Schools;www.uahairdesign.com
[colleges] The Salon Professional Academy-Perrysburg;116 W S Boundary St;Perrysburg;OH;45551;(419) 873-9999 ext 3;86;Wood;41.544156;-83.62103;Cosmetology and Barber Schools;www.tspaperrysburg.com
[colleges] Oxford Graduate School;500 Oxford Drive;Dayton;TN;37321;(423) 775-6596;137;Rhea;35.468142;-85.053774;Colleges, Universities, and Professional Schools;www.ogs.edu/
[colleges] ITT Technical Institute√West Covina;1530 W Cameron Ave;West Covina;CA;91790;(626) 813-3681;513;Los Angeles;34.068345;-117.9425;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] ITT Technical Institute√Culver City;6101 W Centinela Ave;Culver City;CA;90230;(310) 417-5800;411;Los Angeles;33.981841;-118.395525;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] Entourage Institute of Beauty and Esthetics;12004 West 95th Street;Lenexa;KS;66215;(913) 888-2800;41;Johnson;38.955532;-94.725096;Cosmetology and Barber Schools;www.entouragebeauty.com
[colleges] Florida Institute of Recording, Sound and Technology;2309 Silver Star Road;Orlando;FL;32804;(407) 316-8310 ext 1301;101;Orange;28.57871;-81.411445;Other Technical and Trade Schools;www.first.edu
[colleges] Jung Tao School of Classical Chinese Medicine;207 Dale Adams Road;Sugar Grove;NC;28679;(828) 297-4181;91;Watauga;36.263233;-81.785303;Colleges, Universities, and Professional Schools;www.jungtao.edu
[colleges] Portland Actors Conservatory;1436 SW Montgomery St;Portland;OR;97201;(503) 274-1717;36;Multnomah;45.513837;-122.69119;Other Technical and Trade Schools;www.actorsconservatory.com/
[colleges] New York Film Academy;100 Universal City Plaza, Building 9128, Suite 179;Universal City;CA;91608;(818) 733-2600;1359;Los Angeles;34.136052;-118.354021;Colleges, Universities, and Professional Schools;www.nyfa.edu
[colleges] ITT Technical Institute√Dearborn;19855 W Outer Dr Ste L10W;Dearborn;MI;48124;(313) 278-5208;534;Wayne;42.303311;-83.264139;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] The Collective School Of Music;123 West 18 Street, 7th floor;New York;NY;10011;(212) 741-0091;68;New York;40.740412;-73.995722;Fine Arts Schools;thecollective.edu/
[colleges] ITT Technical Institute√Las Vegas;3825 W Cheyenne Ave Ste 600;North Las Vegas;NV;89032;(702) 240-0967;693;Clark;36.216916;-115.190388;Colleges, Universities, and Professional Schools;www.itt-tech.edu
[colleges] New Dimensions Beauty Academy Inc;10158 South Parker Road;Parker;CO;80138;(303) 840-6424;52;Douglas;39.534563;-104.76666;Cosmetology and Barber Schools;www.newdimensionsbeauty.com
[colleges] United Beauty College;1907 West Mississippi Avenue;Denver;CO;80223;(303) 922-1852;28;Denver;39.697447;-105.010843;Cosmetology and Barber Schools;ubc-denver.com/
[colleges] Somerset County Technology Center;281 Technology Dr;Somerset;PA;15501;(814) 443-3651 ext 6156;116;Somerset;40.00469;-79.029666;Other Technical and Trade Schools;www.sctc.net/dnn/
[colleges] Vocational Institute of Florida;1849 West Flagler Street;Miami;FL;33135;(305) 200-9379;76;Miami-Dade;25.772991;-80.225848;Other Technical and Trade Schools;www.vif.edu
[colleges] Touro University Worldwide;10601 Calle Lee  #179;Los Alamitos;CA;90720;(818) 874-4115;327;Los Angeles;34.094784;-118.366467;Colleges, Universities, and Professional Schools;www.tuw.edu
[colleges] International College of Cosmetology;3701 International Boulevard;Oakland;CA;94601;(510) 261-8256;231;Alameda;37.774888;-122.220796;Cosmetology and Barber Schools;www.internationalcosmetology.edu
[colleges] Touro University California;1310 Club Drive;Vallejo;CA;94592;(707) 638-5276;1772;Solano;38.085482;-122.263948;Colleges, Universities, and Professional Schools;www.tu.edu/
[colleges] Jolei's Hair Institute;203 E. Main Street;Olanta;SC;29114;(843) 396-9010;29;Florence;33.935355;-79.933369;Cosmetology and Barber Schools;www.jhisoc.com
[colleges] Cinta Aveda Institute;305 Kearny Street;San Francisco;CA;94108;(415) 989-4400;272;San Francisco;37.79103;-122.404386;Cosmetology and Barber Schools;www.cintaaveda.com
[colleges] Metro Beauty Academy;4977 Medical Center Circle;Allentown;PA;18106;(610) 398-6227;178;Lehigh;40.568706;-75.555474;Cosmetology and Barber Schools;www.metrobeautyacademy.com/
[colleges] GP Institute of Cosmetology;306 23rd Avenue South Suite 200;Seattle;WA;98144;(206) 760-3333;28;King;47.600093;-122.301897;Cosmetology and Barber Schools;www.gpiofcosmetology.com
[colleges] The Chicago School of Professional Psychology at Washington DC;901 15th St NW;Washington;DC;20005;(202) 706-5052;315;District of Columbia;38.901666;-77.033262;Colleges, Universities, and Professional Schools;www.thechicagoschool.edu
[colleges] Bella Capelli Academy;151 Wyngate Drive;Monroeville;PA;15146;(412) 373-3402;92;Allegheny;40.432482;-79.781662;Cosmetology and Barber Schools;bella-capelli.paulmitchell.edu/monroeville.pa
[colleges] Anamarc College-Santa Teresa;2660 Airport Rd Ste 780;Santa Teresa;NM;88008;(575) 589-3158;111;DoÃ±a Ana;31.863564;-106.691966;Junior Colleges;www.anamarc.edu
[colleges] Paul Mitchell The School Reno;1600 Holcomb Avenue;Reno;NV;89501;(775) 284-2901 ext 102;213;Washoe;39.509223;-119.803849;Cosmetology and Barber Schools;reno.paulmitchell.edu/reno-nv
[colleges] Barone Beauty Academy;501 E Third St;Williamsport;PA;17701;(570) 326-7534;47;Lycoming;41.24476;-76.993979;Cosmetology and Barber Schools;www.baronebeautyacademy.com
